Ticker,Company,Sector
AFBI,AFFINITY BANCSHARES INC,Financials
WULF,TERAWULF INC,Information Technology
APPH,APPHARVEST INC,Consumer Staples
RAIL,FREIGHTCAR AMERICA INC,Industrials
AP,AMPCO PITTSBURGH CORP,Materials
VYNE,VYNE THERAPEUTICS INC,Health Care
SDC,SMILEDIRECTCLUB INC CLASS A,Health Care
CRVS,CORVUS PHARMACEUTICALS INC,Health Care
REFR,RESEARCH FRONT INC,Information Technology
IDN,INTELLICHECK INC,Information Technology
TELA,TELA BIO INC,Health Care
STRM,STREAMLINE HEALTH SOLUTIONS INC,Health Care
HYMC,HYCROFT MINING HOLDING CLASS A,Materials
IRIX,IRIDEX CORP,Health Care
MSVB,MID SOUTHERN BANCORP INC,Financials
FTEK,FUEL TECH INC,Industrials
ATER,ATERIAN INC,Consumer Discretionary
FCAP,FIRST CAPITAL INC,Financials
FFIE,FARADAY FUTURE INTELLIGENT ELECTRI,Consumer Discretionary
OSS,ONE STOP SYSTEMS INC,Information Technology
DMAC,DIAMEDICA THERAPEUTICS INC,Health Care
VTGN,VISTAGEN THERAPEUTICS INC,Health Care
UAMY,UNITED STATES ANTIMONY CORP,Materials
PASG,PASSAGE BIO INC,Health Care
SLDB,SOLID BIOSCIENCES INC,Health Care
OMEX,ODYSSEY MARINE EXPLORATION INC,Industrials
CIDM,CINEDIGM CORP CLASS A,Communication
CFBK,CF BANKSHARES INC,Financials
NTIC,NORTHERN TECHNOLOGIES INTERNATIONA,Materials
QUIK,QUICKLOGIC CORP,Information Technology
SIEN,SIENTRA INC,Health Care
SMSI,SMITH MICRO SOFTWARE INC,Information Technology
WWR,WESTWATER RESOURCES INC,Industrials
DALN,DALLASNEWS CORP SERIES A,Communication
EMKR,EMCORE CORP,Information Technology
AXDX,ACCELERATE DIAGNOSTICS INC,Health Care
VIEW,VIEW INC CLASS A,Industrials
CCLD,CARECLOUD INC,Health Care
XPL,SOLITARIO ZINC CORP,Materials
VHC,VIRNETX HOLDING CORP,Information Technology
DYAI,DYADIC INTERNATIONAL INC,Health Care
ZDGE,ZEDGE INC CLASS B,Communication
AQST,AQUESTIVE THERAPEUTICS INC,Health Care
IMUX,IMMUNIC INC,Health Care
SEAC,SEACHANGE INTERNATIONAL INC,Information Technology
RMTI,ROCKWELL MEDICAL INC,Health Care
NEON,NEONODE INC,Information Technology
VNRX,VOLITIONRX LTD,Health Care
FREQ,FREQUENCY THERAPEUTICS INC,Health Care
HMNF,HMN FINANCIAL INC,Financials
NERV,MINERVA NEUROSCIENCES INC,Health Care
HGEN,HUMANIGEN INC,Health Care
AUMN,GOLDEN MINERALS,Materials
GRNA,GREENLIGHT BIOSCIENCES HOLDINGS PB,Health Care
USIO,USIO INC,Financials
UNB,UNION BANKSHARES INC,Financials
AEYE,AUDIOEYE INC,Information Technology
HOOK,HOOKIPA PHARMA INC,Health Care
SFE,SAFEGUARD SCIENTIFICS INC,Financials
NOVN,NOVAN INC,Health Care
ICCH,ICC HOLDINGS INC,Financials
LIFE,ATYR PHARMA INC,Health Care
XGN,EXAGEN INC,Health Care
LARK,LANDMARK BANCORP INC,Financials
AFIB,ACUTUS MEDICAL INC,Health Care
WATT,ENERGOUS CORP,Industrials
CIZN,CITIZENS HOLDING,Financials
ZYNE,ZYNERBA PHARMACEUTICALS INC,Health Care
RVLP,RVL PHARMACEUTICALS PLC,Health Care
BSQR,BSQUARE CORP,Information Technology
TFFP,TFF PHARMACEUTICALS INC,Health Care
BELFA,BEL FUSE INC CLASS A,Information Technology
PDEX,PRO DEX INC,Health Care
KINS,KINGSTONE COMPANIES INC,Financials
TISI,TEAM INC,Industrials
TARA,PROTARA THERAPEUTICS INC,Health Care
IGC,IGC PHARMA INC,Industrials
LAN,LANTHEUS HOLDINGS INC CVR,Health Care
TNXP,TONIX PHARMACEUTICALS HOLDING CORP,Health Care
INFI,INFINITY PHARMACEUTICALS INC,Health Care
IMNN,IMUNON INC,Health Care
AUBN,AUBURN NATIONAL BANCORPORATION INC,Financials
AWH,ASPIRA WOMENS HEALTH INC,Health Care
ECOR,ELECTROCORE,Health Care
MGTA,MAGENTA THERAPEUTICS INC,Health Care
SCTL,SOCIETAL CDMO INC,Health Care
BKSC,BANK OF SOUTH CAROLINA,Financials
CPHC,CANTERBURY PARK HOLDING CORP,Consumer Discretionary
MULN,MULLEN AUTOMOTIVE INC,Consumer Discretionary
ORGS,ORGENESIS INC,Health Care
CDTX,CIDARA THERAPEUTICS INC,Health Care
BMRA,BIOMERICA INC,Health Care
TAYD,TAYLOR DEVICES INC,Industrials
APLT,APPLIED THERAPEUTICS INC,Health Care
STSA,SATSUMA PHARMACEUTICALS INC,Health Care
LPTH,LIGHTPATH TECHNOLOGIES INC CLASS A,Information Technology
SSBI,SUMMIT STATE BANK,Financials
SLGG,SUPER LEAGUE GAMING,Communication
AVTX,AVALO THERAPEUTICS INC,Health Care
GEG,GREAT ELM GROUP INC,Health Care
BYFC,BROADWAY FINANCIAL CORP,Financials
FARM,FARMER BROTHERS,Consumer Staples
TRVI,TREVI THERAPEUTICS INC,Health Care
BCOW,1895 BANCORP OF WISCONSIN INC,Financials
ROOT,ROOT INC CLASS A,Financials
FSEA,FIRST SEACOAST BANCORP INC,Financials
XCUR,EXICURE INC,Health Care
CZWI,CITIZENS COMMUNITY BANCORP INC,Financials
NAII,NATURAL ALTERNATIVES INTERNATIONAL,Consumer Staples
IPWR,IDEAL POWER INC,Industrials
INUV,INUVO INC,Information Technology
ENG,ENGLOBAL CORP,Energy
FBRX,FORTE BIOSCIENCES INC,Health Care
INKT,MINK THERAPEUTICS INC,Health Care
LSBK,LAKE SHORE BANCORP INC,Financials
BOTJ,BANK OF THE JAMES FINANCIAL GROUP,Financials
VTVT,VTV THERAPEUTICS INC CLASS A,Health Care
CSPI,CSP INC,Information Technology
HFBL,HOME FEDERAL BANCORP INC,Financials
JRSH,JERASH HOLDINGS US INC,Consumer Discretionary
LUMO,LUMOS PHARMA INC,Health Care
MGYR,MAGYAR BANCORP INC,Financials
PBHC,PATHFINDER BANCORP INC,Financials
ONVO,ORGANOVO HOLDINGS INC,Health Care
NHWK,NIGHTHAWK BIOSCIENCES INC,Health Care
AXR,AMREP CORP,Real Estate
IROQ,IF BANCORP INC,Financials
ELOX,ELOXX PHARMACEUTICALS INC,Health Care
AIRT,AIR T INC,Industrials
CLIR,CLEARSIGN TECHNOLOGIES CORP,Information Technology
MLSS,MILESTONE SCIENTIFIC INC,Health Care
ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials
ADRO,ADURO BIOTECH CVR,Health Care
LGL,LGL GROUP INC,Information Technology
LSTA,LISATA THERAPEUTICS INC,Health Care
LMFA,LM FUNDING AMERICA INC,Financials
OIG,ORBITAL INFRASTRUCTURE GROUP INC,Industrials
ERNA,ETERNA THERAPEUTICS INC,Health Care
AYTU,AYTU BIOPHARMA INC,Health Care
MRIN,MARIN SOFTWARE INC,Information Technology
ADMP,ADAMIS PHARMACEUTICALS CORP,Health Care
VERO,VENUS CONCEPT INC,Health Care
ARAV,ARAVIVE INC,Health Care
CYCC,CYCLACEL PHARMACEUTICALS INC,Health Care
RHE,REGIONAL HEALTH PROPERTIES INC,Health Care
JCTCF,JEWETT CAMERON TRADING LTD,Industrials
APRE,APREA THERAPEUTICS INC,Health Care
MPTI WI,M TRON INDUSTRIES INC,Information Technology
HNR,HARVEST NATURAL RESOURCES INC,Energy
OGEN,ORAGENICS INC,Health Care
AINC,ASHFORD INC,Financials
MTEX,MANNATECH INC,Consumer Staples
ICD,INDEPENDENCE CONTRACT DRILLING INC,Energy
ICCC,IMMUCELL CORP,Health Care
CFMS,CONFORMIS INC,Health Care
ABEO,ABEONA THERAPEUTICS INC,Health Care
OFED,OCONEE FEDERAL FINANCIAL CORP,Financials
NMTR,9 METERS BIOPHARMA INC,Health Care
EQ,EQUILLIUM INC,Health Care
TCON,TRACON PHARMACEUTICALS INC,Health Care
AGE,AGEX THERAPEUTICS INC,Health Care
CYCN,CYCLERION THERAPEUTICS INC,Health Care
LOAN,MANHATTAN BRIDGE CAPITAL INC,Financials
KEQU,KEWAUNEE SCIENTIFIC CORP,Health Care
LRMR,LARIMAR THERAPEUTICS INC,Health Care
AMTI,APPLIED MOLECULAR TRANSPORT,Health Care
AIM,AIM IMMUNOTECH INC,Health Care
INTG,INTERGROUP CORP,Real Estate
MBRX,MOLECULIN BIOTECH INC,Health Care
ALBT,AVALON GLOBOCARE CORP,Real Estate
LIQT,LIQTECH INTERNATIONAL INC,Industrials
CIX,COMPX INTERNATIONAL INC,Industrials
TRVN,TREVENA INC,Health Care
WVVI,WILLAMETTE VALLEY VINEYARDS INC,Consumer Staples
KFFB,KENTUCKY FIRST FEDERAL BANCORP,Financials
NEPH,NEPHROS INC,Consumer Discretionary
GLBZ,GLEN BURIE BANCORP,Financials
MAYS,J W MAYS INC,Real Estate
VBFC,VILLAGE BANK AND TRUST FINANCIAL C,Financials
AGLE,AEGLEA BIOTHERAPEUTICS INC,Health Care
VNCE,VINCE HOLDING CORP,Consumer Discretionary
VERB,VERB TECHNOLOGY COMPANY INC,Information Technology
ARKR,ARK RESTAURANTS CORP,Consumer Discretionary
RAVE,RAVE RESTAURANT GROUP INC,Consumer Discretionary
BLCM,BELLICUM PHARMACEUTICALS INC,Health Care
CASI,CASI PHARMACEUTICALS INC,Health Care
ACOR,ACORDA THERAPEUTICS INC,Health Care
BDL,FLANIGANS ENTERPRISES INC,Consumer Discretionary
DOMH,DOMINARI HOLDINGS INC,Health Care
MIND,MIND TECHNOLOGY INC,Energy
ISDR,ISSUER DIRECT CORP,Information Technology
MARK,REMARK HOLDINGS INC,Information Technology
CSSE,CHICKEN SOUP FOR THE SOUL ENTERTAI,Communication
LAWSUS,DISTRIBUTION SOLUTIONS GROUP INC R,Industrials
JCS,COMMUNICATIONS SYSTEMS CVR,Industrials
AIII,ACRE REALTY INVESTORS INC,Real Estate
TFM,FRESH MARKET ESCROW,Consumer Staples
INPX,INPIXON,Information Technology
FSDEVE,GEMINI THERAPEUTICS INC,Health Care
SONN,SONNET BIOTHERAPEUTICS HOLDINGS IN,Health Care
CEI,CAMBER ENERGY INC,Energy
BXRX,BAUDAX BIO INC,Health Care
NVIV,INVIVO THERAPEUTICS HOLDINGS CORP,Health Care
PDLI,PDL BIOPHARMA INC,Health Care
SINT,SINTX TECHNOLOGIES INC,Health Care
THMO,THERMOGENESIS HOLDINGS INC,Health Care
HOTH,HOTH THERAPEUTICS INC,Health Care
KPRX,KIORA PHARMACEUTICALS INC,Health Care
PULM,PULMATRIX INC,Health Care
CUR,PALISADE BIO CVR,Health Care
POAI,PREDICTIVE ONCOLOGY INC,Health Care
LGMK,LOGICMARK INC,Health Care
SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care
ONTX,ONCONOVA THERAPEUTICS INC,Health Care
MYMD,MYMD PHARMACEUTICALS INC,Health Care
AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,Information Technology
MDVL,MEDAVAIL HOLDINGS INC,Consumer Staples
YCBD,CBDMD INC,Health Care
VISL,VISLINK TECHNOLOGIES INC,Information Technology
ARMP,ARMATA PHARMACEUTICALS INC,Health Care
JAGX,JAGUAR HEALTH INC,Health Care
ACRX,ACELRX PHARMACEUTICALS INC,Health Care
CLRB,CELLECTAR BIOSCIENCES INC,Health Care
EFOI,ENERGY FOCUS INC,Industrials
OPTT,OCEAN POWER TECHNOLOGIES INC,Industrials
OTRK,ONTRAK INC,Health Care
AGAE,ALLIED GAMING AND ENTERTAINMENT IN,Consumer Discretionary
SDPI,SUPERIOR DRILLING PRODUCTS INC,Energy
FPAY,FLEXSHOPPER INC,Financials
MSN,EMERSON RADIO CORP,Consumer Discretionary
NURO,NEUROMETRIX INC,Health Care
FRTX,FRESH TRACKS THERAPEUTICS INC,Health Care
MRKR,MARKER THERAPEUTICS INC,Health Care
BIOL,BIOLASE TECHNOLOGY INC,Health Care
CWBR,COHBAR INC,Health Care
NBY,NOVABAY PHARMACEUTICALS INC,Health Care
ENSV,ENSERVCO CORP,Energy
ACER,ACER THERAPEUTICS INC,Health Care
SOHO,SOTHERLY HOTELS REIT INC,Real Estate
CPIX,CUMBERLAND PHARMACEUTICALS INC,Health Care
ARDS,ARIDIS PHARMACEUTICALS INC,Health Care
ACGN,ACERAGEN INC,Health Care
XWEL,XWELL INC,Consumer Discretionary
EVOK,EVOKE PHARMA INC,Health Care
DSS,DSS INC,Industrials
CLRO,CLEARONE INC,Information Technology
YTEN,YIELD10 BIOSCIENCE INC,Health Care
HARP,HARPOON THERAPEUTICS INC,Health Care
FGF,FG FINANCIAL GROUP INC,Financials
BRN,BARNWELL INDUSTRIES INC,Energy
SEEL,SEELOS THERAPEUTICS,Health Care
PEGY,PINEAPPLE ENERGY INC,Industrials
HTGM,HTG MOLECULAR DIAGNOSTICS INC,Health Care
LNSR,LENSAR INC,Health Care
MBIO,MUSTANG BIO INC,Health Care
SFT,SHIFT TECHNOLOGIES INC CLASS A,Consumer Discretionary
USEG,US ENERGY CORP,Energy
EKSO,EKSO BIONICS INC,Health Care
VAPO,VAPOTHERM INC,Health Care
ONCT,ONCTERNAL THERAPEUTICS INC,Health Care
WTT,WIRELESS TELECOM GROUP INC,Information Technology
VBIV,VBI VACCINES INC,Health Care
LPCN,LIPOCINE INC,Health Care
MTEM,MOLECULAR TEMPLATES INC,Health Care
BIOC,BIOCEPT INC,Health Care
ONCS,ONCOSEC MEDICAL INC,Health Care
AWRE,AWARE INC,Information Technology
CLXT,CALYXT INC,Health Care
MNTS,MOMENTUS ORS CLASS A INC,Industrials
RGS,REGIS CORP,Consumer Discretionary
ELDN,ELEDON PHARMACEUTICALS INC,Health Care
OCC,OPTICAL CABLE CORP,Information Technology
TUP,TUPPERWARE BRANDS CORP,Consumer Discretionary
ULBI,ULTRALIFE CORP,Industrials
DAIO,DATA I O CORP,Information Technology
HUSA,HOUSTON AMERICAN ENERGY CORP,Energy
QNCX,QUINCE THERAPEUTICS INC,Health Care
PZG,PARAMOUNT GOLD NEVADA CORP,Materials
PMD,PSYCHEMEDICS CORP,Health Care
OWLT,OWLET INC CLASS A,Health Care
EAR,EARGO INC,Health Care
TTCF,TATTOOED CHEF INC CLASS A,Consumer Staples
CSBR,CHAMPIONS ONCOLOGY INC,Health Care
CODX,CO DIAGNOSTICS INC,Health Care
SLRX,SALARIUS PHARMACEUTICALS INC,Health Care
LIDR,AEYE INC CLASS A,Information Technology
GAIA,GAIA INC CLASS A,Communication
NLTX,NEOLEUKIN THERAPEUTICS INC,Health Care
TTNP,TITAN PHARMACEUTICALS INC,Health Care
PRLD,PRELUDE THERAPEUTICS INC,Health Care
LTRPA,LIBERTY TRIPADVISOR HOLDINGS INC S,Communication
BKTI,BK TECHNOLOGIES CORP,Information Technology
RMCF,ROCKY MOUNTAIN CHOCOLATE FACTORY I,Consumer Staples
BCEL,ATRECA INC CLASS A,Health Care
PPSI,PIONEER POWER SOLUTIONS INC,Industrials
AQB,AQUABOUNTY TECHNOLOGIES INC,Health Care
DOMA,DOMA HOLDINGS INC,Real Estate
KIRK,KIRKLANDS INC,Consumer Discretionary
PAVM,PAVMED INC,Health Care
MBOT,MICROBOT MEDICAL INC,Health Care
QLGN,QUALIGEN THERAPEUTICS INC,Health Care
FIXX,HOMOLOGY MEDICINES INC,Health Care
SUNW,SUNWORKS INC,Industrials
ASMB,ASSEMBLY BIOSCIENCES INC,Health Care
SANW,S&W SEED,Consumer Staples
AVRO,AVROBIO INC,Health Care
RGLS,REGULUS THERAPEUTICS INC,Health Care
FEIM,FREQUENCY ELECTRONICS INC,Information Technology
NINE,NINE ENERGY SERVICE INC,Energy
HSTO,HISTOGEN INC,Health Care
CURI,CURIOSITYSTREAM INC CLASS A,Communication
CULP,CULP INC,Consumer Discretionary
FUSB,FIRST US BANCSHARES INC,Financials
HLGN,HELIOGEN INC,Industrials
MEIP,MEI PHARMA INC,Health Care
UP,WHEELS UP EXPERIENCE INC CLASS A,Industrials
ADN,ADVENT TECHNOLOGIES HOLDINGS INC C,Industrials
FUV,ARCIMOTO INC,Consumer Discretionary
SYRS,SYROS PHARMACEUTICALS INC,Health Care
TSHA,TAYSHA GENE THERAPIES INC,Health Care
VTSI,VIRTRA INC,Industrials
KNTE,KINNATE BIOPHARMA INC,Health Care
RIDE,LORDSTOWN MOTORS CORP CLASS A,Consumer Discretionary
BBIG,VINCO VENTURES INC,Communication
TOVX,THERIVA BIOLOGICS INC,Health Care
CELL,PHENOMEX INC,Health Care
TZOO,TRAVELZOO,Communication
REKR,REKOR SYSTEMS INC,Information Technology
DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology
DMTK,DERMTECH INC,Health Care
ASPS,ALTISOURCE PORTFOLIO SOLUTIONS SA,Real Estate
AQMS,AQUA METALS INC,Industrials
XTNT,XTANT MEDICAL HOLDINGS INC,Health Care
GAN,GAN LTD,Consumer Discretionary
EGIO,EDGIO INC,Information Technology
PIRS,PIERIS PHARMACEUTICALS INC,Health Care
VCSA,VACASA INC CLASS A,Consumer Discretionary
ADVM,ADVERUM BIOTECHNOLOGIES INC,Health Care
LFMD,LIFEMD INC,Health Care
STIM,NEURONETICS INC,Health Care
DARE,DARE BIOSCIENCE INC,Health Care
CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care
ABIO,ARCA BIOPHARMA INC,Health Care
MTNB,MATINAS BIOPHARMA HOLDINGS INC,Health Care
SIEB,SIEBERT FINANCIAL CORP,Financials
ELMD,ELECTROMED INC,Health Care
MMAT,META MATERIALS INC,Information Technology
OCUP,OCUPHIRE PHARMA INC,Health Care
UBCP,UNITED BANCORP INC,Financials
IGMS,IGM BIOSCIENCES INC,Health Care
TUSK,MAMMOTH ENERGY SERVICES INC,Energy
FEAM,5E ADVANCED MATERIALS INC,Materials
MKFG,MARKFORGED HOLDING CORP,Industrials
CONN,CONNS INC,Consumer Discretionary
PAYS,PAYSIGN INC,Financials
SEEL,SEELOS THERAPEUTICS INC,Health Care
KRON,KRONOS BIO INC,Health Care
GNUS,GENIUS BRANDS INTERNATIONAL INC,Communication
IBIO,IBIO INC,Health Care
PRSO,PERASO INC,Information Technology
OBLG,OBLONG INC,Information Technology
GNLN,GREENLANE HOLDINGS INC CLASS A,Consumer Discretionary
GRPN,GROUPON INC,Consumer Discretionary
QMCO,QUANTUM CORP,Information Technology
CDXC,CHROMADEX CORP,Health Care
RGTI,RIGETTI COMPUTING INC,Information Technology
SCYX,SCYNEXIS INC,Health Care
ANVS,ANNOVIS BIO INC,Health Care
LVO,LIVEONE INC,Communication
ATHA,ATHIRA PHARMA INC,Health Care
AEMD,AETHLON MEDICAL INC,Health Care
KA,KINETA INC,Health Care
AADI,AADI BIOSCIENCE INC,Health Care
CMLS,CUMULUS MEDIA INC CLASS A,Communication
KALA,KALA PHARMACEUTICALS INC,Health Care
GEOS,GEOSPACE TECHNOLOGIES CORP,Energy
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate
UG,UNITED GUARDIAN INC,Consumer Staples
BCAB,BIOATLA INC,Health Care
TRHC,TABULA RASA HEALTHCARE INC,Health Care
TLS,TELOS CORPORATION CORP,Information Technology
CRGE,CHARGE ENTERPRISES INC,Communication
HWBK,HAWTHORN BANCSHARES INC,Financials
NRGV,ENERGY VAULT HOLDINGS INC,Industrials
KVHI,KVH INDUSTRIES INC,Information Technology
CVM,CEL SCI CORP,Health Care
SGA,SAGA COMMUNICATIONS INC CLASS A,Communication
TCRT,ALAUNOS THERAPEUTICS INC,Health Care
IPI,INTREPID POTASH INC,Materials
KLXE,KLX ENERGY SERVICES HOLDINGS INC,Energy
NGM,NGM BIOPHARMACEUTICALS INC,Health Care
QSI,QUANTUM SI INC CLASS A,Health Care
BIRD,ALLBIRDS INC CLASS A,Consumer Discretionary
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials
KALV,KALVISTA PHARMACEUTICALS INC,Health Care
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials
TPST,TEMPEST THERAPEUTICS INC,Health Care
CDXS,CODEXIS INC,Health Care
FREE,WHOLE EARTH BRANDS INC CLASS A,Consumer Staples
CARA,CARA THERAPEUTICS INC,Health Care
JAN,JANONE INC,Industrials
SLNO,SOLENO THERAPEUTICS INC,Health Care
POWW,AMMO INC,Consumer Discretionary
ZOM,ZOMEDICA CORP,Health Care
CETX,CEMTREX INC,Information Technology
KOPN,KOPIN CORP,Information Technology
TALK,TALKSPACE INC,Health Care
ICVX,ICOSAVAX INC,Health Care
SEER,SEER INC CLASS A,Health Care
SPWH,SPORTSMANS WAREHOUSE HOLDINGS INC,Consumer Discretionary
OLMA,OLEMA PHARMACEUTICALS INC,Health Care
GBIO,GENERATION BIO,Health Care
MPAA,MOTORCAR PARTS OF AMERICA INC,Consumer Discretionary
SCU,SCULPTOR CAPITAL MANAGEMENT INC CL,Financials
CCRD,CORECARD CORP,Information Technology
ALVR,ALLOVIR INC,Health Care
ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care
SND,SMART SAND INC,Energy
BVS,BIOVENTUS CLASS A INC,Health Care
KOD,KODIAK SCIENCES INC,Health Care
TNGX,TANGO THERAPEUTICS INC,Health Care
HLLY,HOLLEY INC,Consumer Discretionary
RRGB,RED ROBIN GOURMET BURGERS INC,Consumer Discretionary
PMVP,PMV PHARMACEUTICALS INC,Health Care
GPMT,GRANITE POINT MORTGAGE TRUST INC,Financials
NUVB,NUVATION BIO INC CLASS A,Health Care
HT,HERSHA HOSPITALITY REIT TRUST CLAS,Real Estate
XELB,XCEL BRANDS INC,Consumer Discretionary
AMTX,AEMETIS INC,Energy
TCX,TUCOWS INC,Information Technology
HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary
CMAX,CAREMAX INC CLASS A,Health Care
SOI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy
IRON,DISC MEDICINE INC,Health Care
ATLC,ATLANTICUS HOLDINGS CORP,Financials
AKBA,AKEBIA THERAPEUTICS INC,Health Care
RIGL,RIGEL PHARMACEUTICALS INC,Health Care
HSDT,HELIUS MEDICAL TECHNOLOGIES INC CL,Health Care
GATO,GATOS SILVER INC,Materials
CFRX,CONTRAFECT CORP,Health Care
OPRX,OPTIMIZERX CORP,Health Care
CENT,CENTRAL GARDEN AND PET,Consumer Staples
CANO,CANO HEALTH INC CLASS A,Health Care
CTMX,CYTOMX THERAPEUTICS INC,Health Care
ARIS,ARIS WATER SOLUTIONS INC CLASS A,Industrials
PTVE,PACTIV EVERGREEN INC,Materials
STER,STERLING CHECK CORP,Industrials
NR,NEWPARK RESOURCES INC,Energy
MPLN,MULTIPLAN CORP CLASS A,Health Care
SIGA,SIGA TECHNOLOGIES INC,Health Care
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials
SPOK,SPOK HOLDINGS INC,Communication
KNSA,KINIKSA PHARMACEUTICALS LTD CLASS,Health Care
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care
STRO,SUTRO BIOPHARMA INC,Health Care
JOB,GEE GROUP INC,Industrials
LQDT,LIQUIDITY SERVICES INC,Industrials
PNBK,PATRIOT NATIONAL BANCORP INC,Financials
CTIB,YUNHONG CTI LTD,Consumer Discretionary
MOTS,MOTUS GI HOLDINGS INC,Health Care
APDN,APPLIED DNA SCIENCES INC,Health Care
TTOO,T2 BIOSYSTEMS INC,Health Care
BPTH,BIO PATH HOLDINGS INC,Health Care
TRAWLF,TERAWULF INC CVRS,Information Technology
KERN,AKERNA CORP,Information Technology
MVST,MICROVAST HOLDINGS INC,Industrials
PW,POWER REIT,Real Estate
ASTC,ASTROTECH CORP,Information Technology
IMBI,IMEDIA BRANDS INC CLASS A,Consumer Discretionary
ATXI,AVENUE THERAPEUTICS INC,Health Care
WHLR,WHEELER REIT INC TRUST,Real Estate
SNOA,SONOMA PHARMACEUTICALS INC,Health Care
UNAM,UNICO AMERICAN CORP,Financials
XELA,EXELA TECHNOLOGIES INC,Industrials
GTXI,GTXI INC - CVR,Health Care
EYPT,EYEPOINT PHARMACEUTICALS INC,Health Care
RIBT,RICEBRAN TECHNOLOGIES,Consumer Staples
PTE,POLARITYTE INC,Health Care
OCTO,EIGHTCO HOLDINGS INC,Materials
OPRT,OPORTUN FINANCIAL CORP,Financials
NAVB,NAVIDEA BIOPHARMACEUTICALS INC,Health Care
SNGX,SOLIGENIX INC,Health Care
JAKK,JAKKS PACIFIC INC,Consumer Discretionary
FWBI,FIRST WAVE BIOPHARMA INC,Health Care
VCNX,VACCINEX INC,Health Care
MDIA,MEDIACO HOLDING INC CLASS A,Communication
AGRX,AGILE THERAPEUTICS INC,Health Care
CHCI,COMSTOCK HOLDING COMPANIES INC CLA,Real Estate
SSKN,STRATA SKIN SCIENCES INC,Health Care
STRR,STAR EQUITY HOLDINGS INC,Health Care
ACHV,ACHIEVE LIFE SCIENCES INC,Health Care
NVFY,NOVA LIFESTYLE INC,Consumer Discretionary
CNFR,CONIFER HOLDINGS INC,Financials
TRT,TRIO TECH INTERNATIONAL,Information Technology
SVT,SERVOTRONICS INC,Industrials
NBSE,NEUBASE THERAPEUTICS INC,Health Care
SIF,SIFCO INDUSTRIES INC,Industrials
SRGA,SURGALIGN HOLDINGS INC,Health Care
WORX,SCWORX CORP,Health Care
EAST,EASTSIDE DISTILLING INC,Consumer Staples
AAME,ATLANTIC AMERICAN CORP,Financials
UONE,URBAN ONE INC CLASS A,Communication
CGRN,CAPSTONE GREEN ENERGY CORP,Industrials
APVO,APTEVO THERAPEUTICS INC,Health Care
EDUC,EDUCATIONAL DEVELOPMENT CORP,Consumer Discretionary
CBIO,CATALYST BIOSCIENCES INC,Health Care
NNVC,NANOVIRICIDES INC,Health Care
GREE,GREENIDGE GENERATION HOLDINGS INC,Information Technology
SYBX,SYNLOGIC INC,Health Care
FAM3,S&P MID 400 EMINI JUN 23,Cash and/or Derivatives
ESM3,S&P500 EMINI JUN 23,Cash and/or Derivatives
SOC,SRAX INC,Information Technology
